uniqueId,gameId,playId,team,offenseFormation,playDirection,down,yardsToGo,absoluteYardlineNumber,quarter,gameClock,winningBy,year,playType
2021092607_3040,2021092607,3040,PIT,SHOTGUN,left,1,10,62.0,4,14:37,-17,2023,pass
2021092607_3070,2021092607,3070,PIT,SHOTGUN,left,2,10,62.0,4,14:00,-17,2023,pass
2021092607_3094,2021092607,3094,PIT,EMPTY,left,3,4,56.0,4,13:26,-17,2023,pass
2021092607_3118,2021092607,3118,PIT,SHOTGUN,left,1,10,48.0,4,12:54,-17,2023,pass
2021092607_3142,2021092607,3142,PIT,SHOTGUN,left,2,7,45.0,4,12:26,-17,2023,pass
2021092607_3182,2021092607,3182,PIT,SINGLEBACK,left,3,1,39.0,4,11:53,-17,2023,pass
2021092607_3215,2021092607,3215,PIT,SHOTGUN,left,1,10,28.0,4,11:47,-17,2023,pass
2021092607_3237,2021092607,3237,PIT,SHOTGUN,left,2,10,28.0,4,11:44,-17,2023,pass
2021092607_3261,2021092607,3261,PIT,EMPTY,left,3,2,20.0,4,11:13,-17,2023,pass
2021092607_3320,2021092607,3320,PIT,SHOTGUN,left,1,13,23.0,4,10:14,-17,2023,pass
2021092607_3362,2021092607,3362,PIT,EMPTY,left,2,21,31.0,4,09:34,-17,2023,pass
2021092607_3386,2021092607,3386,PIT,EMPTY,left,3,16,26.0,4,08:52,-17,2023,pass
2021092607_3457,2021092607,3457,CIN,EMPTY,right,1,10,39.0,4,08:03,14,2023,pass
2021092607_3523,2021092607,3523,CIN,EMPTY,right,3,10,39.0,4,07:18,14,2023,pass
2021092607_3566,2021092607,3566,PIT,SHOTGUN,left,1,10,95.0,4,06:25,-14,2023,pass
2021092607_3588,2021092607,3588,PIT,SHOTGUN,left,2,10,95.0,4,06:22,-14,2023,pass
2021092607_3610,2021092607,3610,PIT,SHOTGUN,left,3,10,95.0,4,06:17,-14,2023,pass
2021092607_3634,2021092607,3634,PIT,SHOTGUN,left,1,10,84.0,4,05:52,-14,2023,pass
2021092607_3663,2021092607,3663,PIT,SHOTGUN,left,1,10,67.0,4,05:29,-14,2023,pass
2021092607_3687,2021092607,3687,PIT,SHOTGUN,left,2,5,62.0,4,05:01,-14,2023,pass
2021092607_3711,2021092607,3711,PIT,SHOTGUN,left,1,10,33.0,4,04:29,-14,2023,pass
2021092607_3738,2021092607,3738,PIT,EMPTY,left,2,1,24.0,4,04:21,-14,2023,pass
2021092607_3768,2021092607,3768,PIT,EMPTY,left,1,10,21.0,4,03:55,-14,2023,pass
2021092607_3804,2021092607,3804,PIT,SHOTGUN,left,2,18,29.0,4,03:46,-14,2023,pass
2021092607_3828,2021092607,3828,PIT,SHOTGUN,left,3,10,21.0,4,03:14,-14,2023,pass
2021092607_3867,2021092607,3867,PIT,SHOTGUN,left,4,10,21.0,4,03:09,-14,2023,pass
2021092607_4054,2021092607,4054,PIT,SHOTGUN,left,1,10,83.0,4,01:54,-14,2023,pass
2021092607_4078,2021092607,4078,PIT,SHOTGUN,left,2,2,75.0,4,01:32,-14,2023,pass
2021092607_4100,2021092607,4100,PIT,SHOTGUN,left,3,2,75.0,4,01:29,-14,2023,pass
2021092607_4122,2021092607,4122,PIT,SHOTGUN,left,4,2,75.0,4,01:27,-14,2023,pass
2021092608_98,2021092608,98,TEN,SHOTGUN,right,3,9,36.0,1,14:11,0,2023,pass
2021092608_178,2021092608,178,IND,SHOTGUN,left,3,8,67.0,1,12:21,0,2023,pass
2021092608_267,2021092608,267,TEN,SHOTGUN,right,3,3,46.0,1,10:46,0,2023,pass
2021092608_288,2021092608,288,TEN,SHOTGUN,right,1,10,63.0,1,10:04,0,2023,pass
2021092608_333,2021092608,333,TEN,EMPTY,right,3,4,69.0,1,08:45,0,2023,pass
2021092608_355,2021092608,355,TEN,SHOTGUN,right,4,4,69.0,1,08:40,0,2023,pass
2021092608_426,2021092608,426,TEN,SHOTGUN,right,2,6,104.0,1,06:43,0,2023,pass
2021092608_448,2021092608,448,TEN,SHOTGUN,right,3,6,104.0,1,06:38,0,2023,pass
2021092608_532,2021092608,532,IND,EMPTY,left,1,10,68.0,1,05:43,-7,2023,pass
2021092608_565,2021092608,565,IND,EMPTY,left,2,20,78.0,1,05:38,-7,2023,pass
2021092608_589,2021092608,589,IND,SHOTGUN,left,3,10,68.0,1,04:57,-7,2023,pass
2021092608_657,2021092608,657,TEN,SHOTGUN,right,2,11,35.0,1,04:00,7,2023,pass
2021092608_702,2021092608,702,TEN,SHOTGUN,right,1,10,48.0,1,02:34,7,2023,pass
2021092608_724,2021092608,724,TEN,I_FORM,right,2,10,48.0,1,02:31,7,2023,pass
2021092608_748,2021092608,748,TEN,SHOTGUN,right,3,7,51.0,1,01:45,7,2023,pass
2021092608_823,2021092608,823,TEN,SHOTGUN,right,3,7,65.0,1,00:21,7,2023,pass
2021092608_929,2021092608,929,IND,SHOTGUN,right,3,3,64.0,2,14:20,-7,2023,pass
2021092608_1144,2021092608,1144,TEN,EMPTY,left,2,7,82.0,2,09:45,0,2023,pass
2021092608_1236,2021092608,1236,TEN,EMPTY,left,2,8,43.0,2,07:22,0,2023,pass
2021092608_1281,2021092608,1281,TEN,SHOTGUN,left,1,10,28.0,2,06:01,0,2023,pass
2021092608_1365,2021092608,1365,IND,SHOTGUN,right,2,17,33.0,2,05:04,-7,2023,pass
2021092608_1572,2021092608,1572,TEN,SHOTGUN,left,1,10,37.0,2,01:13,7,2023,pass
2021092608_1632,2021092608,1632,TEN,EMPTY,left,3,9,36.0,2,01:03,7,2023,pass
2021092608_1658,2021092608,1658,IND,SHOTGUN,right,1,10,63.0,2,00:49,-7,2023,pass
2021092608_1694,2021092608,1694,IND,SHOTGUN,right,2,16,57.0,2,00:43,-7,2023,pass
2021092608_1727,2021092608,1727,IND,SHOTGUN,right,1,10,62.0,2,00:35,-7,2023,pass
2021092608_1857,2021092608,1857,IND,SHOTGUN,right,1,10,35.0,3,15:00,-4,2023,pass
2021092608_1881,2021092608,1881,IND,SHOTGUN,right,2,6,39.0,3,14:20,-4,2023,pass
2021092608_1998,2021092608,1998,IND,SHOTGUN,right,3,4,66.0,3,11:28,-4,2023,pass
2021092608_2043,2021092608,2043,IND,SINGLEBACK,right,1,10,75.0,3,09:56,-4,2023,pass
2021092608_2135,2021092608,2135,IND,SHOTGUN,right,3,6,90.0,3,08:18,-4,2023,pass
2021092608_2180,2021092608,2180,IND,SHOTGUN,right,1,9,101.0,3,06:43,-4,2023,pass
2021092608_2202,2021092608,2202,IND,SHOTGUN,right,2,9,101.0,3,06:39,-4,2023,pass
2021092608_2224,2021092608,2224,IND,EMPTY,right,3,9,101.0,3,06:35,-4,2023,pass
2021092608_2332,2021092608,2332,TEN,SHOTGUN,left,3,5,87.0,3,05:01,1,2023,pass
2021092608_2411,2021092608,2411,TEN,SINGLEBACK,left,2,8,70.0,3,04:13,1,2023,pass
2021092608_2432,2021092608,2432,TEN,SINGLEBACK,left,1,10,42.0,3,03:26,1,2023,pass
2021092608_2456,2021092608,2456,TEN,SINGLEBACK,left,1,10,29.0,3,02:46,1,2023,pass
2021092608_2538,2021092608,2538,IND,SHOTGUN,right,1,10,42.0,3,01:15,-1,2023,pass
2021092608_2622,2021092608,2622,IND,SHOTGUN,right,3,10,42.0,3,01:07,-1,2023,pass
2021092608_2790,2021092608,2790,TEN,SINGLEBACK,right,2,8,102.0,4,13:44,1,2023,pass
2021092608_2814,2021092608,2814,TEN,SHOTGUN,right,3,10,100.0,4,13:01,1,2023,pass
2021092608_2868,2021092608,2868,IND,SHOTGUN,left,1,10,85.0,4,12:56,-9,2023,pass
2021092608_2892,2021092608,2892,IND,SHOTGUN,left,1,10,58.0,4,12:13,-9,2023,pass
2021092608_2914,2021092608,2914,IND,SHOTGUN,left,2,10,58.0,4,12:08,-9,2023,pass
2021092608_2936,2021092608,2936,IND,SHOTGUN,left,1,10,53.0,4,12:02,-9,2023,pass
2021092608_2977,2021092608,2977,IND,SHOTGUN,left,1,7,17.0,4,11:18,-9,2023,pass
2021092608_3024,2021092608,3024,IND,SHOTGUN,left,3,5,15.0,4,10:28,-9,2023,pass
2021092608_3150,2021092608,3150,TEN,EMPTY,right,2,9,44.0,4,08:01,6,2023,pass
2021092608_3174,2021092608,3174,TEN,SINGLEBACK,right,1,10,55.0,4,07:17,6,2023,pass
2021092608_3240,2021092608,3240,TEN,SHOTGUN,right,3,4,74.0,4,05:00,6,2023,pass
2021092608_3361,2021092608,3361,TEN,SINGLEBACK,right,2,10,93.0,4,03:13,6,2023,pass
2021092608_3482,2021092608,3482,IND,SHOTGUN,left,1,10,67.0,4,02:38,-9,2023,pass
2021092608_3504,2021092608,3504,IND,SHOTGUN,left,2,10,67.0,4,02:34,-9,2023,pass
2021092608_3534,2021092608,3534,IND,SHOTGUN,left,1,10,62.0,4,02:27,-9,2023,pass
2021092608_3563,2021092608,3563,IND,SHOTGUN,left,2,7,59.0,4,02:21,-9,2023,pass
2021092608_3604,2021092608,3604,IND,SHOTGUN,left,3,3,55.0,4,02:00,-9,2023,pass
2021092608_3628,2021092608,3628,IND,SHOTGUN,left,1,10,46.0,4,01:41,-9,2023,pass
2021092608_3652,2021092608,3652,IND,SHOTGUN,left,2,7,43.0,4,01:13,-9,2023,pass
2021092608_3691,2021092608,3691,IND,SHOTGUN,left,3,7,43.0,4,01:08,-9,2023,pass
2021092609_54,2021092609,54,DEN,SHOTGUN,right,1,10,35.0,1,15:00,0,2023,pass
2021092609_107,2021092609,107,DEN,SINGLEBACK,right,1,10,51.0,1,13:48,0,2023,pass
2021092609_150,2021092609,150,DEN,SHOTGUN,right,3,3,58.0,1,13:01,0,2023,pass
2021092609_199,2021092609,199,NYJ,SHOTGUN,left,1,10,101.0,1,12:48,0,2023,pass
2021092609_265,2021092609,265,NYJ,SHOTGUN,left,3,5,85.0,1,10:51,0,2023,pass
2021092609_327,2021092609,327,DEN,SINGLEBACK,right,2,7,38.0,1,09:58,0,2023,pass
2021092609_409,2021092609,409,DEN,EMPTY,right,1,10,59.0,1,08:08,0,2023,pass
2021092609_452,2021092609,452,DEN,SHOTGUN,right,3,9,60.0,1,06:45,0,2023,pass
2021092609_497,2021092609,497,DEN,I_FORM,right,2,6,92.0,1,05:29,0,2023,pass
2021092609_653,2021092609,653,NYJ,EMPTY,left,2,6,81.0,1,02:47,-7,2023,pass
2021092609_675,2021092609,675,NYJ,SHOTGUN,left,3,6,81.0,1,02:41,-7,2023,pass
2021092609_712,2021092609,712,DEN,SHOTGUN,right,1,10,46.0,1,01:49,7,2023,pass
2021092609_757,2021092609,757,DEN,I_FORM,right,1,10,77.0,1,00:29,7,2023,pass
2021092609_779,2021092609,779,DEN,SHOTGUN,right,2,10,77.0,1,00:25,7,2023,pass
2021092609_833,2021092609,833,DEN,SHOTGUN,left,3,4,37.0,2,15:00,7,2023,pass
2021092609_910,2021092609,910,NYJ,SHOTGUN,right,2,8,37.0,2,14:11,-10,2023,pass
2021092609_934,2021092609,934,NYJ,SHOTGUN,right,3,4,41.0,2,13:30,-10,2023,pass
2021092609_958,2021092609,958,NYJ,SHOTGUN,right,1,10,49.0,2,12:51,-10,2023,pass
2021092609_1003,2021092609,1003,NYJ,EMPTY,right,3,1,58.0,2,11:38,-10,2023,pass
2021092609_1051,2021092609,1051,NYJ,SHOTGUN,right,2,5,69.0,2,10:13,-10,2023,pass
2021092609_1073,2021092609,1073,NYJ,SHOTGUN,right,3,5,69.0,2,10:08,-10,2023,pass
2021092609_1142,2021092609,1142,NYJ,SHOTGUN,right,3,13,72.0,2,08:04,-10,2023,pass
2021092609_1277,2021092609,1277,DEN,SHOTGUN,left,3,11,105.0,2,06:09,10,2023,pass
2021092609_1319,2021092609,1319,NYJ,SINGLEBACK,right,1,10,43.0,2,05:22,-10,2023,pass
2021092609_1360,2021092609,1360,NYJ,EMPTY,right,3,11,42.0,2,04:30,-10,2023,pass
2021092609_1413,2021092609,1413,DEN,SHOTGUN,left,1,10,74.0,2,03:38,10,2023,pass
2021092609_1460,2021092609,1460,DEN,SHOTGUN,left,3,10,74.0,2,02:49,10,2023,pass
2021092609_1519,2021092609,1519,DEN,SHOTGUN,left,2,6,57.0,2,02:00,10,2023,pass
2021092609_1543,2021092609,1543,DEN,SHOTGUN,left,1,10,30.0,2,01:52,10,2023,pass
2021092609_1649,2021092609,1649,DEN,SHOTGUN,left,3,10,30.0,2,01:06,10,2023,pass
2021092609_1770,2021092609,1770,NYJ,SHOTGUN,right,1,10,22.0,2,00:50,-17,2023,pass
2021092609_1799,2021092609,1799,NYJ,SHOTGUN,right,1,10,36.0,2,00:46,-17,2023,pass
2021092609_1835,2021092609,1835,NYJ,SHOTGUN,right,2,16,30.0,2,00:37,-17,2023,pass
2021092609_1912,2021092609,1912,NYJ,SINGLEBACK,left,1,10,85.0,3,15:00,-17,2023,pass
2021092609_1988,2021092609,1988,NYJ,EMPTY,left,3,2,77.0,3,14:12,-17,2023,pass
2021092609_2122,2021092609,2122,DEN,SHOTGUN,right,3,11,68.0,3,12:16,17,2023,pass
2021092609_2191,2021092609,2191,DEN,SHOTGUN,right,3,10,89.0,3,10:07,17,2023,pass
2021092609_2328,2021092609,2328,NYJ,SHOTGUN,left,2,17,81.0,3,06:58,-20,2023,pass
2021092609_2352,2021092609,2352,NYJ,SHOTGUN,left,3,12,76.0,3,06:16,-20,2023,pass
2021092609_2452,2021092609,2452,DEN,SHOTGUN,right,2,22,24.0,3,04:46,20,2023,pass
2021092609_2476,2021092609,2476,DEN,SHOTGUN,right,3,13,33.0,3,04:01,20,2023,pass
2021092609_2549,2021092609,2549,NYJ,SINGLEBACK,left,2,7,66.0,3,02:24,-20,2023,pass
2021092609_2620,2021092609,2620,NYJ,SHOTGUN,left,1,15,49.0,3,01:09,-20,2023,pass
2021092609_2644,2021092609,2644,NYJ,EMPTY,left,2,8,42.0,3,00:26,-20,2023,pass
2021092609_2714,2021092609,2714,NYJ,EMPTY,right,4,1,85.0,4,14:18,-20,2023,pass
2021092609_2790,2021092609,2790,DEN,SINGLEBACK,left,2,8,71.0,4,12:09,20,2023,pass
2021092609_2835,2021092609,2835,DEN,SINGLEBACK,left,2,12,75.0,4,11:36,20,2023,pass
2021092609_2875,2021092609,2875,DEN,SINGLEBACK,left,1,10,53.0,4,11:04,20,2023,pass
2021092609_2920,2021092609,2920,DEN,SHOTGUN,left,2,11,30.0,4,09:35,20,2023,pass
2021092609_3044,2021092609,3044,NYJ,SHOTGUN,right,1,10,35.0,4,06:41,-23,2023,pass
2021092609_3068,2021092609,3068,NYJ,SINGLEBACK,right,1,10,45.0,4,06:12,-23,2023,pass
2021092609_3097,2021092609,3097,NYJ,SHOTGUN,right,1,10,68.0,4,05:40,-23,2023,pass
2021092609_3119,2021092609,3119,NYJ,SHOTGUN,right,2,10,68.0,4,05:36,-23,2023,pass
2021092609_3187,2021092609,3187,DEN,SHOTGUN,left,3,9,42.0,4,04:01,23,2023,pass
2021092609_3258,2021092609,3258,NYJ,SHOTGUN,right,1,10,47.0,4,03:39,-23,2023,pass
2021092609_3282,2021092609,3282,NYJ,SHOTGUN,right,2,6,51.0,4,03:19,-23,2023,pass
2021092609_3304,2021092609,3304,NYJ,EMPTY,right,3,6,51.0,4,03:14,-23,2023,pass
2021092609_3343,2021092609,3343,NYJ,SHOTGUN,right,4,6,51.0,4,03:07,-23,2023,pass
2021092609_3575,2021092609,3575,NYJ,SHOTGUN,right,1,10,35.0,4,01:00,-26,2023,pass
2021092609_3604,2021092609,3604,NYJ,SHOTGUN,right,1,10,48.0,4,00:55,-26,2023,pass
2021092609_3626,2021092609,3626,NYJ,SHOTGUN,right,2,10,48.0,4,00:49,-26,2023,pass
2021092609_3655,2021092609,3655,NYJ,SHOTGUN,right,1,10,61.0,4,00:44,-26,2023,pass
2021092610_75,2021092610,75,LV,SHOTGUN,left,2,7,82.0,1,14:16,0,2023,pass
2021092610_97,2021092610,97,LV,SHOTGUN,left,3,7,82.0,1,14:12,0,2023,pass
2021092610_162,2021092610,162,MIA,SHOTGUN,right,2,4,48.0,1,12:54,0,2023,pass
2021092610_184,2021092610,184,MIA,PISTOL,right,3,4,48.0,1,12:50,0,2023,pass
2021092610_229,2021092610,229,MIA,SINGLEBACK,right,2,5,61.0,1,11:42,0,2023,pass
2021092610_251,2021092610,251,MIA,SHOTGUN,right,3,5,61.0,1,11:37,0,2023,pass
2021092610_318,2021092610,318,LV,PISTOL,left,2,8,93.0,1,10:21,0,2023,pass
2021092610_342,2021092610,342,LV,EMPTY,left,1,10,69.0,1,09:41,0,2023,pass
2021092610_387,2021092610,387,LV,SHOTGUN,left,1,10,59.0,1,08:17,0,2023,pass
2021092610_631,2021092610,631,MIA,SHOTGUN,right,3,5,81.0,1,03:37,7,2023,pass
2021092610_714,2021092610,714,LV,SHOTGUN,left,1,10,85.0,1,03:07,-14,2023,pass
2021092610_736,2021092610,736,LV,SHOTGUN,left,2,10,85.0,1,03:04,-14,2023,pass
2021092610_760,2021092610,760,LV,EMPTY,left,1,10,75.0,1,02:16,-14,2023,pass
2021092610_782,2021092610,782,LV,SHOTGUN,left,2,10,75.0,1,02:12,-14,2023,pass
2021092610_804,2021092610,804,LV,SHOTGUN,left,3,10,75.0,1,02:07,-14,2023,pass
2021092610_839,2021092610,839,LV,SHOTGUN,left,1,10,50.0,1,01:36,-14,2023,pass
2021092610_881,2021092610,881,LV,SHOTGUN,left,2,28,68.0,1,01:30,-14,2023,pass
2021092610_903,2021092610,903,LV,SHOTGUN,left,3,28,68.0,1,01:24,-14,2023,pass
2021092610_957,2021092610,957,MIA,EMPTY,right,1,10,11.0,1,00:36,14,2023,pass
2021092610_1045,2021092610,1045,LV,SHOTGUN,right,2,6,51.0,2,15:00,-12,2023,pass
2021092610_1078,2021092610,1078,LV,SHOTGUN,right,3,6,51.0,2,14:55,-12,2023,pass
2021092610_1124,2021092610,1124,LV,SHOTGUN,right,2,8,71.0,2,13:55,-12,2023,pass
2021092610_1169,2021092610,1169,LV,SHOTGUN,right,2,4,85.0,2,12:30,-12,2023,pass
2021092610_1191,2021092610,1191,LV,SHOTGUN,right,3,4,85.0,2,12:24,-12,2023,pass
2021092610_1247,2021092610,1247,MIA,SINGLEBACK,left,1,10,85.0,2,11:36,9,2023,pass
2021092610_1292,2021092610,1292,MIA,SHOTGUN,left,2,6,69.0,2,10:27,9,2023,pass
2021092610_1465,2021092610,1465,LV,I_FORM,right,1,10,15.0,2,06:20,-9,2023,pass
2021092610_1521,2021092610,1521,LV,SHOTGUN,right,2,6,39.0,2,05:23,-9,2023,pass
2021092610_1545,2021092610,1545,LV,SHOTGUN,right,1,10,62.0,2,04:38,-9,2023,pass
2021092610_1584,2021092610,1584,LV,I_FORM,right,2,10,62.0,2,04:32,-9,2023,pass
2021092610_1650,2021092610,1650,LV,SHOTGUN,right,3,3,81.0,2,02:27,-9,2023,pass
2021092610_1723,2021092610,1723,LV,JUMBO,right,2,1,109.0,2,02:00,-9,2023,pass
2021092610_1799,2021092610,1799,MIA,SHOTGUN,left,1,10,86.0,2,01:51,2,2023,pass
2021092610_1832,2021092610,1832,MIA,SHOTGUN,left,1,10,81.0,2,01:42,2,2023,pass
2021092610_1906,2021092610,1906,MIA,EMPTY,left,3,9,80.0,2,01:23,2,2023,pass
2021092610_1927,2021092610,1927,MIA,EMPTY,left,1,10,70.0,2,00:41,2,2023,pass
2021092610_1968,2021092610,1968,MIA,SHOTGUN,left,1,10,60.0,2,00:35,2,2023,pass
2021092610_1992,2021092610,1992,MIA,EMPTY,left,2,1,51.0,2,00:30,2,2023,pass
2021092610_2033,2021092610,2033,MIA,SHOTGUN,left,1,10,44.0,2,00:27,2,2023,pass
2021092610_2064,2021092610,2064,MIA,SHOTGUN,left,2,10,44.0,2,00:23,2,2023,pass
2021092610_2244,2021092610,2244,MIA,EMPTY,right,3,15,30.0,3,13:20,2,2023,pass
2021092610_2325,2021092610,2325,LV,SHOTGUN,left,1,10,68.0,3,11:48,-2,2023,pass
2021092610_2371,2021092610,2371,LV,SHOTGUN,left,3,6,64.0,3,10:57,-2,2023,pass
2021092610_2472,2021092610,2472,LV,EMPTY,left,2,9,22.0,3,08:33,-2,2023,pass
2021092610_2526,2021092610,2526,LV,SHOTGUN,left,2,19,32.0,3,08:05,-2,2023,pass
2021092610_2550,2021092610,2550,LV,EMPTY,left,3,9,22.0,3,07:24,-2,2023,pass
2021092610_2607,2021092610,2607,MIA,SINGLEBACK,right,1,10,35.0,3,07:17,-5,2023,pass
2021092610_2653,2021092610,2653,MIA,SHOTGUN,right,3,8,37.0,3,06:25,-5,2023,pass
2021092610_2688,2021092610,2688,MIA,SHOTGUN,right,1,10,59.0,3,05:56,-5,2023,pass
2021092610_2731,2021092610,2731,MIA,SHOTGUN,right,3,7,62.0,3,05:10,-5,2023,pass
2021092610_2825,2021092610,2825,LV,SHOTGUN,left,2,7,72.0,3,03:35,5,2023,pass
2021092610_2881,2021092610,2881,LV,I_FORM,left,1,20,59.0,3,02:23,5,2023,pass
2021092610_2903,2021092610,2903,LV,SHOTGUN,left,2,20,59.0,3,02:17,5,2023,pass
2021092610_2927,2021092610,2927,LV,SHOTGUN,left,3,13,52.0,3,01:36,5,2023,pass
2021092610_2972,2021092610,2972,LV,SINGLEBACK,left,2,8,27.0,3,00:04,5,2023,pass
2021092610_3013,2021092610,3013,LV,SHOTGUN,right,3,8,93.0,4,15:00,5,2023,pass
2021092610_3128,2021092610,3128,MIA,SHOTGUN,left,1,10,85.0,4,13:47,-11,2023,pass
2021092610_3171,2021092610,3171,MIA,SHOTGUN,left,3,5,80.0,4,13:02,-11,2023,pass
2021092610_3195,2021092610,3195,MIA,SHOTGUN,left,1,10,72.0,4,12:28,-11,2023,pass
2021092610_3219,2021092610,3219,MIA,SHOTGUN,left,2,1,63.0,4,12:00,-11,2023,pass
2021092610_3264,2021092610,3264,MIA,SHOTGUN,left,2,7,58.0,4,11:03,-11,2023,pass
2021092610_3285,2021092610,3285,MIA,SHOTGUN,left,1,10,39.0,4,10:32,-11,2023,pass
2021092610_3306,2021092610,3306,MIA,SHOTGUN,left,2,6,35.0,4,10:00,-11,2023,pass
2021092610_3330,2021092610,3330,MIA,SHOTGUN,left,3,4,33.0,4,09:17,-11,2023,pass
2021092610_3410,2021092610,3410,LV,I_FORM,right,2,6,39.0,4,07:52,8,2023,pass
2021092610_3434,2021092610,3434,LV,SHOTGUN,right,3,3,42.0,4,07:14,8,2023,pass
2021092610_3481,2021092610,3481,MIA,SHOTGUN,left,1,10,80.0,4,06:59,-8,2023,pass
2021092610_3505,2021092610,3505,MIA,SHOTGUN,left,2,7,77.0,4,06:24,-8,2023,pass
2021092610_3549,2021092610,3549,MIA,SHOTGUN,left,3,7,77.0,4,06:18,-8,2023,pass
2021092610_3582,2021092610,3582,MIA,SHOTGUN,left,1,10,62.0,4,06:06,-8,2023,pass
2021092610_3745,2021092610,3745,LV,SHOTGUN,right,3,11,52.0,4,03:44,8,2023,pass
2021092610_3806,2021092610,3806,MIA,EMPTY,left,1,10,92.0,4,03:22,-8,2023,pass
2021092610_3830,2021092610,3830,MIA,SHOTGUN,left,2,1,83.0,4,02:59,-8,2023,pass
2021092610_3854,2021092610,3854,MIA,SHOTGUN,left,1,10,77.0,4,02:37,-8,2023,pass
2021092610_3878,2021092610,3878,MIA,SHOTGUN,left,2,3,70.0,4,02:30,-8,2023,pass
2021092610_3900,2021092610,3900,MIA,SHOTGUN,left,3,3,70.0,4,02:22,-8,2023,pass
2021092610_3949,2021092610,3949,MIA,EMPTY,left,4,8,75.0,4,02:18,-8,2023,pass
2021092610_3990,2021092610,3990,MIA,EMPTY,left,1,10,60.0,4,02:00,-8,2023,pass
2021092610_4014,2021092610,4014,MIA,SHOTGUN,left,2,6,56.0,4,01:43,-8,2023,pass
2021092610_4038,2021092610,4038,MIA,SHOTGUN,left,1,10,46.0,4,01:38,-8,2023,pass
2021092610_4062,2021092610,4062,MIA,SHOTGUN,left,2,1,37.0,4,01:15,-8,2023,pass
2021092610_4227,2021092610,4227,MIA,SHOTGUN,left,4,1,11.0,4,00:08,-8,2023,pass
2021092610_4246,2021092610,4246,MIA,SINGLEBACK,left,0,0,12.0,4,00:02,-2,2023,pass
2021092610_4358,2021092610,4358,LV,SHOTGUN,left,2,4,79.0,5,09:25,0,2023,pass
2021092610_4403,2021092610,4403,LV,SHOTGUN,left,2,10,63.0,5,08:07,0,2023,pass
2021092610_4448,2021092610,4448,LV,SHOTGUN,left,2,9,30.0,5,06:44,0,2023,pass
2021092610_4470,2021092610,4470,LV,SHOTGUN,left,3,9,30.0,5,06:38,0,2023,pass
2021092610_4526,2021092610,4526,MIA,SHOTGUN,right,1,10,35.0,5,06:27,-3,2023,pass
2021092610_4548,2021092610,4548,MIA,SHOTGUN,right,2,10,35.0,5,06:20,-3,2023,pass
2021092610_4583,2021092610,4583,MIA,SHOTGUN,right,2,20,25.0,5,06:00,-3,2023,pass
2021092610_4631,2021092610,4631,MIA,SHOTGUN,right,3,20,25.0,5,05:57,-3,2023,pass
2021092610_4670,2021092610,4670,MIA,SHOTGUN,right,4,20,25.0,5,05:50,-3,2023,pass
2021092610_4694,2021092610,4694,MIA,SHOTGUN,right,1,10,52.0,5,05:14,-3,2023,pass
2021092610_4767,2021092610,4767,MIA,SHOTGUN,right,1,10,70.0,5,04:04,-3,2023,pass
2021092610_4793,2021092610,4793,MIA,SHOTGUN,right,2,10,70.0,5,03:57,-3,2023,pass
2021092610_4883,2021092610,4883,LV,EMPTY,left,1,10,85.0,5,02:49,0,2023,pass
2021092610_4928,2021092610,4928,LV,SHOTGUN,left,2,15,90.0,5,02:43,0,2023,pass
2021092611_75,2021092611,75,TB,SHOTGUN,left,2,9,84.0,1,14:21,0,2023,pass
2021092611_124,2021092611,124,TB,SHOTGUN,left,3,6,81.0,1,13:23,0,2023,pass
2021092611_171,2021092611,171,LA,EMPTY,right,1,10,52.0,1,13:10,0,2023,pass
2021092611_214,2021092611,214,LA,SHOTGUN,right,3,4,58.0,1,12:22,0,2023,pass
2021092611_275,2021092611,275,TB,SHOTGUN,left,2,7,96.0,1,11:34,0,2023,pass
2021092611_299,2021092611,299,TB,SHOTGUN,left,3,2,91.0,1,10:58,0,2023,pass
2021092611_397,2021092611,397,LA,SHOTGUN,right,1,10,48.0,1,08:53,0,2023,pass
2021092611_453,2021092611,453,LA,SHOTGUN,right,3,10,48.0,1,08:45,0,2023,pass
2021092611_505,2021092611,505,TB,SINGLEBACK,left,1,10,95.0,1,08:27,0,2023,pass
2021092611_553,2021092611,553,TB,EMPTY,left,2,10,80.0,1,07:45,0,2023,pass
2021092611_582,2021092611,582,TB,SINGLEBACK,left,1,10,63.0,1,07:08,0,2023,pass
2021092611_627,2021092611,627,TB,SHOTGUN,left,3,5,58.0,1,05:41,0,2023,pass
2021092611_748,2021092611,748,LA,EMPTY,right,1,10,33.0,1,03:36,0,2023,pass
2021092611_780,2021092611,780,LA,EMPTY,right,1,10,55.0,1,03:05,0,2023,pass
2021092611_891,2021092611,891,LA,SHOTGUN,right,1,10,79.0,1,00:32,0,2023,pass
2021092611_996,2021092611,996,LA,SHOTGUN,left,3,3,29.0,2,14:18,0,2023,pass
2021092611_1020,2021092611,1020,LA,EMPTY,left,1,10,23.0,2,13:50,0,2023,pass
2021092611_1157,2021092611,1157,TB,SHOTGUN,right,2,7,37.0,2,11:42,-7,2023,pass
2021092611_1179,2021092611,1179,TB,SHOTGUN,right,3,7,37.0,2,11:36,-7,2023,pass
2021092611_1255,2021092611,1255,TB,SHOTGUN,right,3,6,48.0,2,09:55,-7,2023,pass
2021092611_1279,2021092611,1279,TB,SINGLEBACK,right,1,10,55.0,2,09:19,-7,2023,pass
